"","H","C","Tau","K","D"
"1",0.999970658451481,2.89235826031832e-05,1,0,3
"2",0.999995942545906,4.00664376020266e-06,1,0,3
"3",0.999994257799325,5.66965485199195e-06,1,0,3
"4",0.999996313567901,3.63787915031028e-06,1,0,3
"5",0.999983206569908,1.65797976899766e-05,1,0,3
"6",0.999983193719533,1.6594187362035e-05,1,0,3
"7",0.99997719473625,2.25294951220345e-05,1,0,3
"8",0.999976764305715,2.2939849984293e-05,1,0,3
"9",0.999987022246697,1.28068383610982e-05,1,0,3
"10",0.999984977148638,1.4818825205098e-05,1,0,3
"11",0.999972618207498,2.70671188355472e-05,1,0,3
"12",0.999997062325022,2.899670430475e-06,1,0,3
"13",0.999960809760588,3.87103519406783e-05,1,0,3
"14",0.999955952021056,4.34616825535887e-05,1,0,3
"15",0.999996283878633,3.66530395066056e-06,1,0,3
"16",0.999937946815681,6.12008204079218e-05,1,0,3
"17",0.999994439405174,5.48741747879747e-06,1,0,3
"18",0.99998200919144,1.77480809341402e-05,1,0,3
"19",0.999997216309967,2.74708387160736e-06,1,0,3
"20",0.999954234509967,4.51944186243037e-05,1,0,3
"21",0.999980284325406,1.94183143229135e-05,1,0,3
"22",0.999995104080355,4.83071185372728e-06,1,0,3
"23",0.999945176671047,5.41221153865199e-05,1,0,3
"24",0.999985308874173,1.45016318549504e-05,1,0,3
"25",0.999986003375104,1.38073951135833e-05,1,0,3
"26",0.999941327421499,5.79213326749884e-05,1,0,3
"27",0.999976935989153,2.27650449046764e-05,1,0,3
"28",0.999991962791478,7.93261074302406e-06,1,0,3
"29",0.99998216085761,1.7593630515093e-05,1,0,3
"30",0.999972765688817,2.68963010246445e-05,1,0,3
"31",0.999986041558852,1.37879124450278e-05,1,0,3
"32",0.999984850359886,1.49582648320573e-05,1,0,3
"33",0.999984690343635,1.50880890587686e-05,1,0,3
"34",0.999999168124818,8.20928709693866e-07,1,0,3
"35",0.999991281975487,8.60461769805049e-06,1,0,3
"36",0.99996420728891,3.53582682977581e-05,1,0,3
"37",0.999983461475913,1.63082343299188e-05,1,0,3
"38",0.999975843689368,2.38471604239335e-05,1,0,3
"39",0.999975886810545,2.37833751660737e-05,1,0,3
"40",0.999991851850758,8.04594614951226e-06,1,0,3
"41",0.99998476765629,1.50350602489547e-05,1,0,3
"42",0.999984004068487,1.57872726751963e-05,1,0,3
"43",0.999983019537871,1.6759465192527e-05,1,0,3
"44",0.999975877475296,2.37832658959265e-05,1,0,3
"45",0.999990331705018,9.53338121512883e-06,1,0,3
"46",0.99999082111694,9.05942684716956e-06,1,0,3
"47",0.999983127210095,1.6643077038268e-05,1,0,3
"48",0.999980883168783,1.88668641144704e-05,1,0,3
"49",0.999983668652232,1.6141067027364e-05,1,0,3
"50",0.999999270112504,7.20194335529102e-07,1,0,3
"51",0.99994354235164,5.57123563302438e-05,1,0,3
"52",0.999980898699487,1.88366654764471e-05,1,0,3
"53",0.999997556981086,2.41068984897078e-06,1,0,3
"54",0.999982043847151,1.77073306137994e-05,1,0,3
"55",0.999985440687898,1.43706400946753e-05,1,0,3
"56",0.999993080314635,6.82898901986092e-06,1,0,3
"57",0.999996113963495,3.83353763021614e-06,1,0,3
"58",0.999989587952803,1.02893108233248e-05,1,0,3
"59",0.999989274199075,1.05798797006052e-05,1,0,3
"60",0.999877187890809,0.000121223449773425,1,0,3
"61",0.999986310460042,1.35081911228522e-05,1,0,3
"62",0.999996885548268,3.07211551869753e-06,1,0,3
"63",0.999988317983221,1.15273553205671e-05,1,0,3
"64",0.999989570472097,1.02834436571115e-05,1,0,3
"65",0.999995683590885,4.26173434189323e-06,1,0,3
"66",0.999947945330955,5.12749577588098e-05,1,0,3
"67",0.999972750612471,2.68590953598661e-05,1,0,3
"68",0.999902816513722,9.60980191941249e-05,1,0,3
"69",0.999993369665802,6.5460890324012e-06,1,0,3
"70",0.999983841410943,1.59527135743238e-05,1,0,3
"71",0.999984620366604,1.51823751286404e-05,1,0,3
"72",0.999987062005317,1.27784173493825e-05,1,0,3
"73",0.999999185851933,8.03280685924074e-07,1,0,3
"74",0.999942600885183,5.66483467121065e-05,1,0,3
"75",0.9999876437506,1.21823454360298e-05,1,0,3
"76",0.999991473446761,8.42167513345321e-06,1,0,3
"77",0.999912962813927,8.5859263244175e-05,1,0,3
"78",0.999966009948001,3.35523969575016e-05,1,0,3
"79",0.999898156828157,0.000100230922257245,1,0,3
"80",0.999974590008861,2.50716600583401e-05,1,0,3
"81",0.999984597316682,1.51782097021104e-05,1,0,3
"82",0.999997324899993,2.64186631041509e-06,1,0,3
"83",0.999976374179269,2.33296566149571e-05,1,0,3
"84",0.999989473334241,1.0372387721391e-05,1,0,3
"85",0.999983037404149,1.67396399955356e-05,1,0,3
"86",0.999999256496632,7.33739666441476e-07,1,0,3
"87",0.999988216781474,1.16269055139131e-05,1,0,3
"88",0.999996373445693,3.57832715127728e-06,1,0,3
"89",0.999974537744342,2.51616302265379e-05,1,0,3
"90",0.999993523184425,6.38824749068711e-06,1,0,3
"91",0.999988655013666,1.11930445411466e-05,1,0,3
"92",0.99999170609764,8.18303788153817e-06,1,0,3
"93",0.999963866040034,3.57099235015532e-05,1,0,3
"94",0.999959954530981,3.95188836360657e-05,1,0,3
"95",0.999990046280836,9.81904677369415e-06,1,0,3
"96",0.999989712957144,1.01458914327631e-05,1,0,3
"97",0.999995464665822,4.47673694028907e-06,1,0,3
"98",0.999993668433208,6.24661069101718e-06,1,0,3
"99",0.999977668575606,2.20348965246229e-05,1,0,3
"100",0.999966967176726,3.26850755086691e-05,1,0,3
"101",0.99998059563406,1.91609703708035e-05,1,0,3
"102",0.999985844048787,1.39619318187359e-05,1,0,3
"103",0.999986160680343,1.3655841017554e-05,1,0,3
"104",0.999976930695609,2.2776892517882e-05,1,0,3
"105",0.999978197556721,2.15117023039092e-05,1,0,3
"106",0.9999942088238,5.71703260051606e-06,1,0,3
"107",0.999972861383249,2.67836905366288e-05,1,0,3
"108",0.999990659560957,9.2185859117874e-06,1,0,3
"109",0.999972532727365,2.71354589922967e-05,1,0,3
"110",0.999966659454687,3.29268475978183e-05,1,0,3
"111",0.999992702395345,7.20399090307705e-06,1,0,3
"112",0.99998895063249,1.08982167507305e-05,1,0,3
"113",0.999979658772796,2.00791107547506e-05,1,0,3
"114",0.999983023383159,1.67260912216642e-05,1,0,3
"115",0.999989095973154,1.07663698263547e-05,1,0,3
"116",0.999969505098177,3.0107286635827e-05,1,0,3
"117",0.999983609528436,1.61499400722806e-05,1,0,3
