"","H","C","Tau","K","D"
"1",0.999990295765132,9.57171418551064e-06,30,0,3
"2",0.999980400008473,1.93510731841967e-05,30,0,3
"3",0.999973000474469,2.6624453726288e-05,30,0,3
"4",0.999887105281667,0.000111414102346792,30,0,3
"5",0.999977933867088,2.17758345862496e-05,30,0,3
"6",0.999955478048629,4.39260870959679e-05,30,0,3
"7",0.999997050821494,2.91023907831069e-06,30,0,3
"8",0.999998463583369,1.51594597516651e-06,30,0,3
"9",0.999975984951284,2.37027301544536e-05,30,0,3
"10",0.999954751661683,4.46575938786603e-05,30,0,3
"11",0.999976325818248,2.337833440506e-05,30,0,3
"12",0.999987741470956,1.21025342788291e-05,30,0,3
"13",0.999997778177063,2.19264496565365e-06,30,0,3
"14",0.999981962368747,1.77996041512043e-05,30,0,3
"15",0.999995511256747,4.43061868106947e-06,30,0,3
"16",0.999951005625754,4.84304811352939e-05,30,0,3
"17",0.999970108593844,2.9527135106902e-05,30,0,3
"18",0.999993252845832,6.65598475636319e-06,30,0,3
"19",0.999946047423387,5.30709307641648e-05,30,0,3
"20",0.999974587960495,2.50948344588036e-05,30,0,3
"21",0.99998661958419,1.32286173100403e-05,30,0,3
"22",0.999956573634524,4.28575317213775e-05,30,0,3
"23",0.999986061644651,1.37530052565251e-05,30,0,3
"24",0.999987870701622,1.19695719637254e-05,30,0,3
"25",0.999992384889704,7.51611471380792e-06,30,0,3
"26",0.999976936732969,2.27555818432137e-05,30,0,3
"27",0.999978470435853,2.12346954246694e-05,30,0,3
"28",0.999975069911009,2.46006709877813e-05,30,0,3
"29",0.999967599190837,3.1974776939438e-05,30,0,3
"30",0.999966462961496,3.29899137394709e-05,30,0,3
"31",0.999959677852864,3.97561588735638e-05,30,0,3
"32",0.999997596101572,2.37272556286433e-06,30,0,3
"33",0.999984333415204,1.54486235964405e-05,30,0,3
"34",0.999977360906575,2.23252243929428e-05,30,0,3
"35",0.999991954968263,7.93917608799096e-06,30,0,3
"36",0.999991704806332,8.18558653355682e-06,30,0,3
"37",0.999980132474761,1.96338207485991e-05,30,0,3
"38",0.999990680855644,9.18984264855396e-06,30,0,3
"39",0.999981294019361,1.84649646409584e-05,30,0,3
"40",0.999987668933946,1.2170850372197e-05,30,0,3
"41",0.999991027270284,8.84733085469508e-06,30,0,3
"42",0.999960311602129,3.91613065697699e-05,30,0,3
"43",0.999974844625009,2.48461267390713e-05,30,0,3
"44",0.999983160805466,1.66172422558809e-05,30,0,3
"45",0.999962376336217,3.70808823073978e-05,30,0,3
"46",0.99996211658908,3.73494621792625e-05,30,0,3
"47",0.999995546813942,4.3945499379807e-06,30,0,3
"48",0.999991320989878,8.57155151696586e-06,30,0,3
"49",0.999995522888675,4.41803864801591e-06,30,0,3
"50",0.999996018404832,3.92835100716764e-06,30,0,3
"51",0.999991209875173,8.67176037686732e-06,30,0,3
"52",0.999994321712766,5.60446370552611e-06,30,0,3
"53",0.999985276067537,1.45296055867186e-05,30,0,3
"54",0.999988686377621,1.11609835636273e-05,30,0,3
"55",0.999969857655692,2.97269251463493e-05,30,0,3
"56",0.999999224090848,7.65839150992854e-07,30,0,3
"57",0.999985895704637,1.39059037388113e-05,30,0,3
"58",0.999990583759525,9.29713309819516e-06,30,0,3
"59",0.999990081674862,9.78261794935162e-06,30,0,3
"60",0.999973878450013,2.5787937000478e-05,30,0,3
"61",0.99996183418177,3.76959530897357e-05,30,0,3
"62",0.999975842072592,2.38234932107636e-05,30,0,3
"63",0.999996094930402,3.85416113175241e-06,30,0,3
"64",0.999977694892573,2.20288814836489e-05,30,0,3
"65",0.999949992003377,4.93057252781367e-05,30,0,3
