"","x"
"1",0.601278977678102
"2",0.32218854621302
"3",0.0737149430787576
"4",0.514074395433488
"5",0.99007433262323
"6",0.328653988343433
"7",0.381639071686158
"8",0.329919604056917
"9",0.385602829530141
"10",0.9666485095859
"11",0.462795326974717
"12",0.857120069874303
"13",0.2487991641756
"14",0.437026225516583
"15",0.0655405835975347
"16",0.212403909901042
"17",0.284587495075032
"18",0.00219828266917403
"19",0.161553538078716
"20",0.503123366563493
"21",0.785362596450905
"22",0.556006624681995
"23",0.0465986546209769
"24",0.214221911670014
"25",0.960726815028277
"26",0.640173359292914
"27",0.55129504227103
"28",0.0601423719644325
"29",0.357819522244372
"30",0.125515866044498
"31",0.869421994736166
"32",0.519385199647407
"33",0.459229977293857
"34",0.673307276917148
"35",0.242995778786407
"36",0.231170584454971
"37",0.661114633913837
"38",0.66092967371282
"39",0.285971836258146
"40",0.19409948707087
"41",0.933420194500772
"42",0.749867200034121
"43",0.149518811531008
"44",0.462214871321982
"45",0.385945271259111
"46",0.642610339476635
"47",0.615150380409725
"48",0.313602198488305
"49",0.430047852346611
"50",0.104828824795934
"51",0.368609613448277
"52",0.525455704653995
"53",0.726333931706391
"54",0.629195094359391
"55",0.836141252708393
"56",0.706989978706748
"57",0.193552342033266
"58",0.192012826208258
"59",0.551790136620316
"60",0.890766885941806
"61",0.832796419262449
"62",0.305551336573671
"63",0.748067268251732
"64",0.123917305764172
"65",0.216835778419206
"66",0.774189753082302
"67",0.993493375715912
"68",0.925952640879971
"69",0.00313795317075223
"70",0.12417672846601
"71",0.845716870381943
"72",0.758221134809137
"73",0.436475227597418
"74",0.680370410221837
"75",0.598973228763768
"76",0.498275254123255
"77",0.712662205935375
"78",0.473170686724436
"79",0.924633562127458
"80",0.0564304907809892
"81",0.376360401361275
"82",0.360120948424897
"83",0.283996466582577
"84",0.782131119865511
"85",0.0209853061560667
"86",0.656243517339927
"87",0.739126827021104
"88",0.245095250456927
"89",0.478958775605723
"90",0.607529325733727
"91",0.392765495608493
"92",0.663540293405797
"93",0.668632726220729
"94",0.971516504366483
"95",0.0278495434141402
"96",0.0717646222556104
"97",0.0387202503672288
"98",0.463364449828497
"99",0.780529719516942
"100",0.29664657244888
"101",0.68198771430064
"102",0.406649569449636
"103",0.196147942286809
"104",0.789514396708022
"105",0.613690569966069
"106",0.946261190299032
"107",0.458076560806942
"108",0.764562286351774
"109",0.0084270566369664
"110",0.878157924976274
"111",0.019993615699816
"112",0.543045347639717
"113",0.0300833616281166
"114",0.162565908553112
"115",0.15900231208703
"116",0.0973365655150852
"117",0.714995432591448
"118",0.842607172607295
"119",0.95267879830416
"120",0.580743432347194
"121",0.172371352893525
"122",0.65326887531089
"123",0.962420550423861
"124",0.39226233088329
"125",0.201092786082355
"126",0.0408634690538399
"127",0.448755838676113
"128",0.283644771697999
"129",0.147016584283508
"130",0.917278507153439
"131",0.159482672912918
"132",0.980805545231056
"133",0.204913825258445
"134",0.444476757820041
"135",0.00383621414639631
"136",0.0892736248120998
"137",0.696608886200817
"138",0.411803626017804
"139",0.622503811622806
"140",0.382243539163609
"141",0.126106379515561
"142",0.788619920963504
"143",0.930056387685332
"144",0.113980902100566
"145",0.987071289446103
"146",0.954285208236949
"147",0.893924442056126
"148",0.961978019921641
"149",0.703556621651495
"150",0.845284974652396
"151",0.646273434257444
"152",0.894227414333666
"153",0.289366942497581
"154",0.891495355297029
"155",0.0121686875236122
"156",0.744648647513845
"157",0.981375078798098
"158",0.326213625596059
"159",0.335538255556483
"160",0.871483577409694
"161",0.667144198910624
"162",0.177496771292004
"163",0.80375412122645
"164",0.88989812401404
"165",0.92069812114687
"166",0.678052353879456
"167",0.338815606298767
"168",0.412164914922058
"169",0.222736577823165
"170",0.499826306241204
"171",0.736308232748891
"172",0.315553496268851
"173",0.800777378133646
"174",0.992436345529285
"175",0.0812817342439609
"176",0.402940326237433
"177",0.383257918966496
"178",0.10245929797921
"179",0.743750851138627
"180",0.214541125282228
"181",0.573148345739015
"182",0.189532485041659
"183",0.505395525931579
"184",0.602027681879271
"185",0.270163064140994
"186",0.875080091938434
"187",0.694721723950537
"188",0.866619012690215
"189",0.845337824415497
"190",0.476934091001949
"191",0.143989844534362
"192",0.934503386935979
"193",0.559624403633807
"194",0.029402745955953
"195",0.373361347038808
"196",0.680289720432506
"197",0.00506890807193118
"198",0.304344194414757
"199",0.45504144194844
"200",0.730213996711348
"201",0.0517964591365596
"202",0.18933513266224
"203",0.595957820882255
"204",0.112287351572517
"205",0.720480138481932
"206",0.957815054969297
"207",0.293436358423912
"208",0.60209258761332
"209",0.551644444705049
"210",0.188692459538116
"211",0.836444258513547
"212",0.740854413664584
"213",0.169493907881092
"214",0.131670887644945
"215",0.486512911959553
"216",0.888359738348997
"217",0.932690233632419
"218",0.257612143199366
"219",0.481605031892004
"220",0.619054423246124
"221",0.571721527863825
"222",0.0173199575745865
"223",0.940753979929446
"224",0.469194763944762
"225",0.984917148673799
"226",0.189300590838642
"227",0.301998457767973
"228",0.606442387053395
"229",0.916910220291232
"230",0.774624792025595
"231",0.472885822617704
"232",0.0823753905541451
"233",0.0162168166751302
"234",0.979313972496076
"235",0.400667755224762
"236",0.299667070008356
"237",0.0753790903556089
"238",0.711081095380784
"239",0.944389968100567
"240",0.118901262822165
"241",0.190764364991249
"242",0.393462896042062
"243",0.984341813898334
"244",0.73477180984621
