"","x"
"1",0.534490278128079
"2",0.450674773623267
"3",0.864757107809681
"4",0.3577493174123
"5",0.733986819240562
"6",0.676057312355663
"7",0.475379310185893
"8",0.447960209208472
"9",0.203394574050613
"10",0.73876099492612
"11",0.113463778949
"12",0.820814475094756
"13",0.527143713748849
"14",0.413383027730823
"15",0.0750259785594533
"16",0.985565340760705
"17",0.192260583409317
"18",0.473589892389915
"19",0.760706469873036
"20",0.243303300832557
"21",0.870977272325756
"22",0.489849487744095
"23",0.877630193622643
"24",0.330125071658703
"25",0.350481480067958
"26",0.683668721623497
"27",0.0860326713595219
"28",0.347886776882749
"29",0.502602757962282
"30",0.715265404615867
"31",0.256812231842018
"32",0.356110887512693
"33",0.72596576396435
"34",0.595530737592065
"35",0.100174477111777
"36",0.851729894145915
"37",0.576225045573612
"38",0.510813553006135
"39",0.0666172872238831
"40",0.714197159335146
"41",0.0113384108484233
"42",0.814690650322529
"43",0.559894136047459
"44",0.519128487621324
"45",0.71596785056023
"46",0.610610998564309
"47",0.667259354680374
"48",0.76495908762541
"49",0.543592564117212
"50",0.986395117608251
"51",0.775397865439977
"52",0.783875776868464
"53",0.781569863343758
"54",0.149427297107857
"55",0.612780063067989
"56",0.443015328593975
"57",0.359505167544735
"58",0.370601520642353
"59",0.524954639777277
"60",0.216907947469282
"61",0.0437647179514184
"62",0.638857122002433
"63",0.0314009138416653
"64",0.497768063531656
"65",0.111141508138312
"66",0.520105753851574
"67",0.339517603431357
"68",0.564126972040337
"69",0.445053604193343
"70",0.253337794263446
"71",0.405419899794308
"72",0.330688800814396
"73",0.205063637481643
"74",0.152679859163875
"75",0.849841141006672
"76",0.421397303909209
"77",0.431018434422883
"78",0.574518184877065
"79",0.426857659522771
"80",0.32031377529726
"81",0.782362636412714
"82",0.475794434699966
"83",0.516311582019298
"84",0.865382470503696
"85",0.691917378659794
"86",0.0296516761002957
"87",0.195603563859551
"88",0.312891113472746
"89",0.794612744183396
"90",0.41962113138446
"91",0.0373607457275457
"92",0.0315942876304236
"93",0.39415120822776
"94",0.646822165669711
"95",0.364755111752336
"96",0.0256872170373054
"97",0.0650257601316873
"98",0.338719204707722
"99",0.66774482851612
"100",0.645074345401469
"101",0.198814149339501
"102",0.126668431004719
"103",0.105683331819833
"104",0.177277494783402
"105",0.411197369385198
"106",0.6464941114448
"107",0.656979212318407
"108",0.385760580826992
"109",0.424133667794096
"110",0.866087300168472
"111",0.507525064711874
"112",0.0392155861481905
"113",0.803191153245859
"114",0.199129097991586
"115",0.39184022597934
"116",0.886241144962372
"117",0.506676388998739
"118",0.441927421228724
"119",0.0943066701517444
"120",0.730997072255357
"121",0.633850761052195
"122",0.454504140605478
"123",0.46206055852838
"124",0.328543467809718
"125",0.212448864790825
"126",0.939521078289428
"127",0.147881192951325
"128",0.77434464984475
"129",0.0757733803811539
"130",0.245557401150995
"131",0.908428786624847
"132",0.0731765775289513
"133",0.213343476132763
"134",0.991803296799697
"135",0.0352317220457313
"136",0.67516448542799
"137",0.662367860741822
"138",0.052863893322783
"139",0.626973047795765
"140",0.0365833837207234
"141",0.534925717583885
"142",0.142877285570702
"143",0.820203125547523
"144",0.228667033049321
"145",0.900025212441771
"146",0.280518192580035
"147",0.699989872750555
"148",0.589664589783396
"149",0.230417589543613
"150",0.563294190280148
"151",0.674190866723038
"152",0.213587774645948
"153",0.214001158517923
"154",0.43178876447777
"155",0.0125456024888571
"156",0.676086694189397
"157",0.237957306988124
"158",0.353217565487362
"159",0.791151828944551
"160",0.815201388614417
"161",0.0374237171109057
"162",0.913243216405166
"163",0.658342734387795
"164",0.21390483460656
"165",0.142260626087179
"166",0.758294273337833
"167",0.615397558978935
"168",0.390827354351513
"169",0.153556633348084
"170",0.987691296665594
"171",0.622442193200234
"172",0.204811761727091
"173",0.78434065217472
"174",0.488351491526528
"175",0.699278588088248
"176",0.372149011072702
"177",0.239963818895991
"178",0.226873691590871
"179",0.721221724483902
"180",0.137542362359028
"181",0.103012312794169
"182",0.0210588948661546
"183",0.672816250737823
"184",0.402775924051116
"185",0.484925278302257
"186",0.450237209354755
"187",0.796931151867585
"188",0.509285866687026
"189",0.250405304996927
"190",0.510779403265914
"191",0.346643837818028
"192",0.291609706990642
"193",0.072739857038792
"194",0.291358538110008
"195",0.031147019445193
"196",0.476869867929172
"197",0.164596106378365
"198",0.142527591131877
"199",0.975666624864093
"200",0.819964094595445
"201",0.0594100417334403
"202",0.616554878289576
"203",0.53660115778134
"204",0.0167063573655305
"205",0.478201218387722
"206",0.0442937357793109
"207",0.050198710430726
"208",0.9543331066868
"209",0.41303339988157
"210",0.00808109625274294
"211",0.816770899703996
"212",0.0873940118055199
"213",0.922331811950827
"214",0.897299587638767
"215",0.908717333675791
"216",0.660589155485031
"217",0.996267305243836
"218",0.643222162975767
"219",0.0471735252203648
"220",0.124462514062385
"221",0.608836002765773
"222",0.635989598081143
"223",0.20464096971948
"224",0.635747558491131
"225",0.568571240168841
"226",0.0626197173111271
"227",0.131625928713294
"228",0.283870897436086
"229",0.11397660573201
"230",0.311842943783826
"231",0.951512619683388
"232",0.778694966606431
"233",0.420909354617766
"234",0.812711468078859
"235",0.701812015363045
"236",0.811405022585895
"237",0.579466360511222
"238",0.71280458372327
"239",0.406549657541403
"240",0.222234011939575
"241",0.777658385831345
"242",0.946446784466472
"243",0.737905605773409
"244",0.457281173955043
"245",0.769907440210878
"246",0.901689615999745
"247",0.906301434667253
"248",0.251510028790244
"249",0.281952274915683
"250",0.686291290449109
"251",0.885421445491942
"252",0.85860569120592
"253",0.61494903723337
"254",0.110537786123872
"255",0.393294992991827
"256",0.57354251213993
"257",0.179494236954968
"258",0.213869767979156
"259",0.21438981716959
"260",0.93459801996243
"261",0.357887262134464
"262",0.831786838409325
"263",0.839224412107014
"264",0.266545323640601
"265",0.788432911527526
"266",0.923024734655073
"267",0.612623300970971
"268",0.38695951210087
"269",0.876276161731417
"270",0.217283316611892
"271",0.114288520134786
"272",0.55702293945516
"273",0.686993199485944
"274",0.437725502355026
"275",0.689056472251844
"276",0.742643008182741
"277",0.475486412294691
"278",0.716344330770804
"279",0.74248292964564
"280",0.259558791847663
"281",0.741088062048636
"282",0.0421633369995518
"283",0.701957168522793
"284",0.770689076057502
"285",0.320259523888202
"286",0.815679579041103
"287",0.479434395328057
"288",0.798806961018487
"289",0.353668551512752
"290",0.167295954032088
"291",0.890141583972659
"292",0.699189943398086
"293",0.0945878197065992
"294",0.697766079069278
"295",0.931870972098363
"296",0.751835498827534
"297",0.72537509350602
"298",0.899061698122291
"299",0.0711262180177428
